Verkäufe,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
1714,niedrig,0,Haushaltsartikel,157.7972,Supermarkt_Gr.1
1493,normal,0.049712775,Früchte&Gemüse,78.2644,Supermarkt_Gr.1
4007,normal,0.122208091,Gefrorenes,119.7466,Supermarkt_Gr.1
3369,niedrig,0.138742518,Snacks,147.476,Supermarkt_Gr.3
1245,niedrig,0.070780558,Getränke,114.586,Supermarkt_Gr.1
95,niedrig,0.037492325,Früchte&Gemüse,95.5094,Lebensmittelladen
2389,niedrig,0.053527105,Gesundheitsartikel,185.1608,Supermarkt_Gr.1
575,niedrig,0.076164013,Gesundheitsartikel,34.0532,Supermarkt_Gr.1
3755,normal,0.009995002,Snacks,154.463,Supermarkt_Gr.1
1182,niedrig,0.08259502,Backwaren,149.1076,Supermarkt_Gr.1
262,niedrig,0.063122753,Frühstücksartikel,131.3626,Supermarkt_Gr.1
1342,niedrig,0.105597316,Früchte&Gemüse,83.4908,Supermarkt_Gr.1
5478,normal,0.021863506,Früchte&Gemüse,247.0092,Supermarkt_Gr.3
4630,niedrig,0.063800266,Gesundheitsartikel,123.0414,Supermarkt_Gr.3
1645,niedrig,0.006012413,Haushaltsartikel,163.0526,Supermarkt_Gr.1
1258,normal,0.063207198,Backwaren,89.383,Supermarkt_Gr.1
730,niedrig,0.069809115,Haushaltsartikel,90.5146,Supermarkt_Gr.1
2220,niedrig,0.011660463,Gefrorenes,96.541,Supermarkt_Gr.2
3750,normal,0.142410775,Cerealien,171.9448,Supermarkt_Gr.1
236,niedrig,0.024226902,Milchprodukt,48.7718,Supermarkt_Gr.1
2043,niedrig,0.082440705,Haushaltsartikel,61.3194,Supermarkt_Gr.3
1642,niedrig,0.066918731,Gefrorenes,184.2292,Supermarkt_Gr.1
1943,niedrig,0.074390007,Haushaltsartikel,91.4462,Supermarkt_Gr.1
4924,normal,0.005530516,Früchte&Gemüse,171.179,Supermarkt_Gr.1
2554,niedrig,0.028579565,Snacks,90.3146,Supermarkt_Gr.1
2321,niedrig,0.038705317,Haushaltsartikel,165.0842,Supermarkt_Gr.1
809,normal,0,Backwaren,53.1298,Supermarkt_Gr.1
1330,niedrig,0.108004532,Snacks,148.7076,Supermarkt_Gr.1
2475,normal,0.023626808,Fleisch,223.2404,Supermarkt_Gr.2
716,niedrig,0.070660449,Früchte&Gemüse,180.4002,Lebensmittelladen
3092,normal,0.078719835,Früchte&Gemüse,258.5646,Supermarkt_Gr.2
1606,normal,0.046208155,Snacks,178.0344,Supermarkt_Gr.2
79,niedrig,0.012769753,Fleisch,39.9822,Supermarkt_Gr.2
3410,normal,0.048486801,Backwaren,131.2626,Supermarkt_Gr.1
677,niedrig,0.132596101,Gefrorenes,226.2062,Lebensmittelladen
2051,normal,0.128459481,Backwaren,102.0332,Supermarkt_Gr.1
830,niedrig,0.161317495,Haushaltsartikel,57.5562,Supermarkt_Gr.2
660,niedrig,0.011211251,Haushaltsartikel,166.9184,Lebensmittelladen
1229,normal,0.114294512,Milchprodukt,94.9436,Supermarkt_Gr.1
2728,niedrig,0.031103357,Früchte&Gemüse,159.9578,Supermarkt_Gr.1
2330,niedrig,0.085274988,Früchte&Gemüse,165.05,Supermarkt_Gr.1
1305,niedrig,0.066892471,Früchte&Gemüse,186.424,Supermarkt_Gr.2
483,niedrig,0.078764059,Milchprodukt,241.3854,Lebensmittelladen
4154,normal,0.036042939,Gefrorenes,244.4486,Supermarkt_Gr.1
187,normal,0.04855968,Snacks,188.4898,Lebensmittelladen
3878,niedrig,0.082602127,Backwaren,120.9756,Supermarkt_Gr.3
1462,niedrig,0.064240743,Gesundheitsartikel,121.9414,Supermarkt_Gr.1
1765,niedrig,0.031230059,Früchte&Gemüse,160.3578,Supermarkt_Gr.2
3555,niedrig,0.100114941,Haushaltsartikel,188.3898,Supermarkt_Gr.1
168,normal,0.22417463,Snacks,168.8816,Lebensmittelladen
447,niedrig,0.035943717,Getränke,40.5138,Supermarkt_Gr.1
3101,normal,0.06619442,Frühstücksartikel,184.4292,Supermarkt_Gr.1
1899,normal,0.071439051,Früchte&Gemüse,61.0536,Supermarkt_Gr.1
6180,niedrig,0.108059141,Snacks,181.7634,Supermarkt_Gr.1
6669,niedrig,0.026216144,Gefrorenes,207.5954,Supermarkt_Gr.3
1342,niedrig,0.085938463,Snacks,168.6816,Supermarkt_Gr.1
3096,normal,0.008734284,Fleisch,207.898,Supermarkt_Gr.1
2173,niedrig,0.049016517,Haushaltsartikel,128.7336,Supermarkt_Gr.1
1678,niedrig,0.111554381,Snacks,59.822,Supermarkt_Gr.3
5285,normal,0.030672457,Snacks,253.1724,Supermarkt_Gr.1
2804,normal,0.077995641,Fleisch,107.1596,Supermarkt_Gr.1
1774,niedrig,0.085715273,Gefrorenes,146.6076,Supermarkt_Gr.3
4661,normal,0.056432784,Frühstücksartikel,234.93,Supermarkt_Gr.1
127,niedrig,0.066200667,Haushaltsartikel,61.451,Supermarkt_Gr.2
172,normal,0.245542627,Fisch&Meeresfrüchte,172.2764,Lebensmittelladen
1603,normal,0.0127517,Snacks,55.5588,Supermarkt_Gr.1
2133,normal,0.077949334,Fleisch,238.7248,Supermarkt_Gr.1
373,niedrig,0.064022881,Haushaltsartikel,36.0848,Supermarkt_Gr.2
1868,normal,0.182407266,Milchprodukt,109.157,Supermarkt_Gr.3
320,normal,0.136328794,Gefrorenes,54.864,Supermarkt_Gr.2
4221,niedrig,0.016958832,Früchte&Gemüse,210.0586,Supermarkt_Gr.1
1032,normal,0.068125756,Dosenware,101.199,Supermarkt_Gr.1
1808,normal,0.02734361,Snacks,257.8304,Supermarkt_Gr.1
1100,normal,0.034658144,Brote,155.8288,Supermarkt_Gr.1
1103,niedrig,0,Dosenware,89.8804,Supermarkt_Gr.1
2696,normal,0.065841719,Snacks,179.866,Supermarkt_Gr.1
1235,normal,0.029158763,Dosenware,174.537,Supermarkt_Gr.1
75,niedrig,0.063649582,Gefrorenes,74.7696,Lebensmittelladen
4951,niedrig,0.05706009,Milchprodukt,225.0404,Supermarkt_Gr.1
435,niedrig,0.11566015,Brote,218.3166,Lebensmittelladen
2220,niedrig,0.075691713,Früchte&Gemüse,98.241,Supermarkt_Gr.3
3111,niedrig,0.167844438,Haushaltsartikel,193.9136,Supermarkt_Gr.1
4514,normal,0.049722335,Backwaren,224.5062,Supermarkt_Gr.1
3890,niedrig,0.14095631,Dosenware,167.7132,Supermarkt_Gr.3
1289,niedrig,0.058827557,Gesundheitsartikel,80.8618,Supermarkt_Gr.1
1733,niedrig,0.093765794,Früchte&Gemüse,90.3146,Supermarkt_Gr.2
1894,niedrig,0.048092816,Alkohol,159.2946,Supermarkt_Gr.1
1225,normal,0.018968743,Früchte&Gemüse,61.9536,Supermarkt_Gr.1
2463,niedrig,0.024032484,Früchte&Gemüse,124.973,Supermarkt_Gr.3
1044,normal,0.070444232,Snacks,63.4484,Supermarkt_Gr.1
6575,normal,0.125469442,Snacks,264.491,Supermarkt_Gr.1
1679,niedrig,0.01405025,Getränke,128.9652,Supermarkt_Gr.2
2404,niedrig,0.139436695,Milchprodukt,103.0306,Supermarkt_Gr.1
972,normal,0.016593506,Früchte&Gemüse,46.9034,Supermarkt_Gr.1
278,niedrig,0.124261614,Haushaltsartikel,93.6462,Lebensmittelladen
1904,niedrig,0.011261165,Dosenware,189.5188,Supermarkt_Gr.1
419,niedrig,0.120520818,Früchte&Gemüse,45.906,Supermarkt_Gr.1
4810,normal,0.015965308,Snacks,229.4352,Supermarkt_Gr.1
1787,niedrig,0.096386227,Brote,163.5552,Supermarkt_Gr.1
2657,niedrig,0.073029341,Früchte&Gemüse,187.953,Supermarkt_Gr.1
6943,normal,0.043443753,Früchte&Gemüse,158.1946,Supermarkt_Gr.3
2376,niedrig,0.049520593,Früchte&Gemüse,147.3734,Supermarkt_Gr.2
4288,niedrig,0.079152918,Gefrorenes,223.8062,Supermarkt_Gr.1
991,niedrig,0.048741487,Brote,60.4194,Supermarkt_Gr.1
3511,normal,0.071958197,Milchprodukt,195.3794,Supermarkt_Gr.1
549,niedrig,0.162147349,Früchte&Gemüse,37.719,Supermarkt_Gr.2
312,normal,0.05382735,Dosenware,155.2972,Lebensmittelladen
571,niedrig,0.069565759,Fleisch,52.4324,Supermarkt_Gr.1
419,niedrig,0.056019324,Gefrorenes,40.0454,Supermarkt_Gr.3
1538,niedrig,0.109911272,Milchprodukt,41.9428,Supermarkt_Gr.1
3755,normal,0.029366813,Brote,187.7556,Supermarkt_Gr.1
1582,niedrig,0.055347985,Backwaren,131.5284,Supermarkt_Gr.1
658,normal,0,Backwaren,49.2008,Supermarkt_Gr.1
5528,normal,0.156926608,Früchte&Gemüse,238.3538,Supermarkt_Gr.1
2267,niedrig,0.039405676,Haushaltsartikel,149.8366,Supermarkt_Gr.2
718,niedrig,0.170176516,Alkohol,55.2614,Supermarkt_Gr.1
7073,niedrig,0.033777629000000003,Gefrorenes,222.8456,Supermarkt_Gr.3
491,niedrig,0.057546914,Snacks,55.8956,Supermarkt_Gr.2
1053,normal,0.160095901,Früchte&Gemüse,61.5194,Supermarkt_Gr.1
264,normal,0.099832728,Gefrorenes,87.4856,Supermarkt_Gr.1
629,niedrig,0.012717946,Fleisch,40.2822,Supermarkt_Gr.1
1975,niedrig,0.090278634,Haushaltsartikel,86.7882,Supermarkt_Gr.1
3862,niedrig,0,Cerealien,191.882,Supermarkt_Gr.1
2816,normal,0.009958941,Snacks,157.963,Supermarkt_Gr.1
3132,niedrig,0.032678839,Gefrorenes,150.7392,Supermarkt_Gr.1
4123,normal,0,Früchte&Gemüse,115.0176,Supermarkt_Gr.1
3056,niedrig,0.077849003,Backwaren,179.166,Supermarkt_Gr.1
1478,normal,0.011443222,Snacks,73.5038,Supermarkt_Gr.1
2627,niedrig,0.031214809,Haushaltsartikel,177.1054,Supermarkt_Gr.1
3306,niedrig,0.051146565,Haushaltsartikel,127.3678,Supermarkt_Gr.2
794,niedrig,0.015302653,Snacks,198.0084,Supermarkt_Gr.1
212,normal,0.04937018,Snacks,106.76220000000001,Lebensmittelladen
1198,niedrig,0,Backwaren,148.705,Supermarkt_Gr.1
154,niedrig,0.236433601,Snacks,155.5998,Lebensmittelladen
3057,niedrig,0.081372267,Fleisch,191.4846,Supermarkt_Gr.2
1538,normal,0.18329488,Milchprodukt,111.657,Supermarkt_Gr.1
361,normal,0.06358934,Milchprodukt,179.4318,Supermarkt_Gr.2
513,niedrig,0.060792265,Milchprodukt,170.4106,Supermarkt_Gr.2
4257,normal,0,Cerealien,184.3924,Supermarkt_Gr.1
7131,niedrig,0.098775709,Haushaltsartikel,208.927,Supermarkt_Gr.1
110,niedrig,0.270300331,Früchte&Gemüse,38.319,Lebensmittelladen
498,niedrig,0.119852889,Milchprodukt,44.9744,Supermarkt_Gr.1
491,niedrig,0.034563936,Backwaren,45.3086,Supermarkt_Gr.1
5523,niedrig,0.031710329,Haushaltsartikel,263.091,Supermarkt_Gr.1
1658,niedrig,0.074778547,Milchprodukt,110.7228,Supermarkt_Gr.1
3456,normal,0.013035609,Früchte&Gemüse,114.7834,Supermarkt_Gr.1
76,normal,0.046277956,Gefrorenes,36.7506,Supermarkt_Gr.2
6771,niedrig,0.0793795,Gefrorenes,226.1062,Supermarkt_Gr.1
989,niedrig,0.073783159,Andere,66.0142,Supermarkt_Gr.1
919,niedrig,0.01572192,Haushaltsartikel,185.6608,Supermarkt_Gr.1
3400,niedrig,0.033952603,Snacks,148.2076,Supermarkt_Gr.1
1143,normal,0.105220024,Backwaren,102.7648,Supermarkt_Gr.1
3561,niedrig,0.095715608,Gefrorenes,125.8678,Supermarkt_Gr.1
2759,niedrig,0.046822808,Gesundheitsartikel,99.3384,Supermarkt_Gr.1
3654,normal,0,Früchte&Gemüse,227.5694,Supermarkt_Gr.1
513,normal,0.04731256,Gefrorenes,50.7666,Supermarkt_Gr.2
5609,normal,0.077108099,Getränke,232.8958,Supermarkt_Gr.1
1426,niedrig,0.106027474,Früchte&Gemüse,83.9908,Supermarkt_Gr.2
6202,niedrig,0.01742908,Früchte&Gemüse,229.601,Supermarkt_Gr.1
255,niedrig,0.073229342,Haushaltsartikel,254.1014,Lebensmittelladen
1079,niedrig,0.157257637,Gefrorenes,215.0192,Lebensmittelladen
1025,niedrig,0.039988162,Gefrorenes,55.7298,Supermarkt_Gr.3
1322,niedrig,0.081119484,Fleisch,220.0798,Supermarkt_Gr.1
1232,niedrig,0.052421981,Gesundheitsartikel,123.773,Supermarkt_Gr.2
2007,niedrig,0.070791391,Gesundheitsartikel,46.4086,Supermarkt_Gr.3
831,niedrig,0.069817659,Fleisch,53.5324,Supermarkt_Gr.1
578,normal,0.109971578,Früchte&Gemüse,82.7592,Supermarkt_Gr.1
1277,normal,0.091950972,Fleisch,184.2292,Supermarkt_Gr.2
2204,normal,0.133145617,Dosenware,218.4798,Supermarkt_Gr.1
495,niedrig,0.046609281,Haushaltsartikel,248.6776,Lebensmittelladen
545,niedrig,0.028652919,Früchte&Gemüse,40.5454,Supermarkt_Gr.1
5537,niedrig,0.136696892,Milchprodukt,264.5568,Supermarkt_Gr.1
991,normal,0.012002075,Dosenware,165.3184,Supermarkt_Gr.1
1474,normal,0.025513973,Backwaren,83.7934,Supermarkt_Gr.1
2055,niedrig,0.064194304,Alkohol,229.4694,Supermarkt_Gr.1
792,niedrig,0.013920032,Getränke,45.006,Supermarkt_Gr.1
650,normal,0.079251097,Gefrorenes,79.2276,Supermarkt_Gr.2
1079,normal,0.121043709,Backwaren,59.422,Supermarkt_Gr.3
1115,niedrig,0.048545853,Brote,60.1194,Supermarkt_Gr.3
1294,niedrig,0.091467933,Haushaltsartikel,159.7894,Supermarkt_Gr.1
1384,niedrig,0,Früchte&Gemüse,196.3426,Supermarkt_Gr.2
1870,niedrig,0.020916223,Alkohol,141.8128,Supermarkt_Gr.1
993,niedrig,0,Getränke,141.9154,Supermarkt_Gr.1
2973,niedrig,0.104768536,Snacks,155.163,Supermarkt_Gr.1
2588,niedrig,0.020680499,Brote,197.2742,Supermarkt_Gr.1
254,normal,0.123727659,Milchprodukt,253.0356,Lebensmittelladen
3911,niedrig,0.163805509,Haushaltsartikel,117.6124,Supermarkt_Gr.1
2113,niedrig,0.065082452,Backwaren,93.0804,Supermarkt_Gr.1
666,normal,0.182128363,Backwaren,165.65,Lebensmittelladen
7116,normal,0.01871404,Früchte&Gemüse,223.4772,Supermarkt_Gr.3
128,niedrig,0.159096908,Alkohol,129.3336,Lebensmittelladen
5326,normal,0.103935018,Backwaren,166.85,Supermarkt_Gr.1
4677,normal,0.029129907,Snacks,188.4898,Supermarkt_Gr.2
1846,normal,0.128011859,Snacks,166.8816,Supermarkt_Gr.1
6525,normal,0.119850541,Milchprodukt,234.53,Supermarkt_Gr.1
3272,niedrig,0.073985248,Snacks,252.5724,Supermarkt_Gr.3
982,normal,0.027233781,Fleisch,197.511,Supermarkt_Gr.1
86,niedrig,0.079440262,Getränke,86.7882,Lebensmittelladen
6426,normal,0.060022526,Backwaren,168.7132,Supermarkt_Gr.1
6770,niedrig,0.02110482,Dosenware,217.0824,Supermarkt_Gr.3
481,niedrig,0.181958524,Snacks,161.0578,Lebensmittelladen
3340,niedrig,0.058222587,Snacks,114.8834,Supermarkt_Gr.1
1059,niedrig,0.054723717,Gesundheitsartikel,36.6874,Supermarkt_Gr.3
1491,niedrig,0.066724663,Früchte&Gemüse,187.724,Supermarkt_Gr.1
887,niedrig,0.144167934,Gefrorenes,146.3076,Lebensmittelladen
3795,niedrig,0.052458358,Haushaltsartikel,188.753,Supermarkt_Gr.1
2490,niedrig,0.139985583,Snacks,145.276,Supermarkt_Gr.2
564,normal,0.099286298,Snacks,49.8666,Supermarkt_Gr.1
3129,niedrig,0.037680711,Snacks,123.7704,Supermarkt_Gr.1
1230,niedrig,0.168064909,Haushaltsartikel,176.2712,Supermarkt_Gr.2
3262,niedrig,0.090111173,Milchprodukt,141.3154,Supermarkt_Gr.1
1198,niedrig,0.136286138,Früchte&Gemüse,170.9106,Supermarkt_Gr.2
2111,normal,0.125857678,Gefrorenes,100.5358,Supermarkt_Gr.1
2056,normal,0.067700925,Brote,256.5988,Supermarkt_Gr.1
1193,niedrig,0.112896669,Getränke,36.0848,Supermarkt_Gr.1
1762,niedrig,0.173973652,Backwaren,126.5362,Supermarkt_Gr.1
2637,niedrig,0,Snacks,146.076,Supermarkt_Gr.1
791,niedrig,0.073516952,Andere,65.9142,Supermarkt_Gr.1
2980,niedrig,0.119285634,Gefrorenes,247.4434,Supermarkt_Gr.1
3420,normal,0.153011599,Gefrorenes,215.2218,Supermarkt_Gr.1
835,niedrig,0.04875891,Früchte&Gemüse,37.3506,Supermarkt_Gr.1
3779,normal,0.105276162,Snacks,173.2764,Supermarkt_Gr.1
815,normal,0.122123201,Fleisch,100.7674,Supermarkt_Gr.1
1115,niedrig,0.082970667,Haushaltsartikel,60.0194,Supermarkt_Gr.1
867,normal,0.029782937,Milchprodukt,146.3786,Supermarkt_Gr.1
2397,normal,0.067953506,Milchprodukt,119.044,Supermarkt_Gr.1
1999,niedrig,0.03722507,Getränke,182.4634,Supermarkt_Gr.1
469,niedrig,0.020487625,Haushaltsartikel,44.0112,Supermarkt_Gr.1
1342,normal,0.179077475,Fleisch,94.3752,Supermarkt_Gr.1
218,niedrig,0.037131628,Dosenware,216.4824,Lebensmittelladen
615,normal,0.017547958,Fleisch,48.3718,Supermarkt_Gr.1
1426,niedrig,0.093191195,Haushaltsartikel,158.1604,Supermarkt_Gr.1
1538,normal,0.079875237,Früchte&Gemüse,102.7332,Supermarkt_Gr.1
939,niedrig,0.01125332,Andere,57.0614,Supermarkt_Gr.1
3419,normal,0.125170423,Snacks,261.491,Supermarkt_Gr.1
405,niedrig,0.032152004,Dosenware,50.6008,Supermarkt_Gr.1
974,normal,0.056033565,Backwaren,51.4666,Supermarkt_Gr.1
2407,normal,0.021049215,Snacks,161.0578,Supermarkt_Gr.1
5626,normal,0.023526504,Fleisch,223.5404,Supermarkt_Gr.1
5957,niedrig,0.020229757,Haushaltsartikel,260.8962,Supermarkt_Gr.1
6405,niedrig,0.131445848,Gefrorenes,246.846,Supermarkt_Gr.1
216,niedrig,0.083862625,Gesundheitsartikel,44.077,Lebensmittelladen
1158,normal,0.18614827,Backwaren,78.2328,Supermarkt_Gr.1
202,normal,0.204713036,Früchte&Gemüse,101.0016,Lebensmittelladen
2343,niedrig,0.036057562,Früchte&Gemüse,260.3278,Supermarkt_Gr.2
2977,niedrig,0.031327839,Haushaltsartikel,174.6054,Supermarkt_Gr.1
3132,normal,0.055558509,Brote,224.7088,Supermarkt_Gr.1
109,niedrig,0,Gefrorenes,109.9254,Lebensmittelladen
4448,normal,0.063863551,Brote,262.3594,Supermarkt_Gr.1
1442,niedrig,0,Milchprodukt,75.7012,Supermarkt_Gr.1
2842,niedrig,0,Früchte&Gemüse,128.4652,Supermarkt_Gr.1
2876,niedrig,0.016852909,Alkohol,180.666,Supermarkt_Gr.1
1001,normal,0.094037241,Snacks,124.5704,Supermarkt_Gr.2
983,niedrig,0.085312137,Snacks,107.4912,Supermarkt_Gr.2
3547,niedrig,0.053764023,Fisch&Meeresfrüchte,195.7768,Supermarkt_Gr.3
3126,niedrig,0.010365546,Haushaltsartikel,207.0954,Supermarkt_Gr.1
3143,normal,0.027135522,Fleisch,196.311,Supermarkt_Gr.1
1398,niedrig,0,Dosenware,100.57,Supermarkt_Gr.1
4428,normal,0.116148596,Snacks,176.0028,Supermarkt_Gr.2
1956,niedrig,0.075363922,Milchprodukt,73.8354,Supermarkt_Gr.1
3079,niedrig,0.021496403,Früchte&Gemüse,180.5976,Supermarkt_Gr.1
1019,normal,0.085931544,Snacks,169.679,Supermarkt_Gr.1
687,niedrig,0.096806008,Haushaltsartikel,56.2588,Supermarkt_Gr.2
3787,niedrig,0.04778563,Alkohol,156.5946,Supermarkt_Gr.3
2748,normal,0.105725004,Snacks,169.9764,Supermarkt_Gr.2
109,niedrig,0.148764535,Snacks,111.1912,Lebensmittelladen
2610,niedrig,0.066997921,Früchte&Gemüse,186.524,Supermarkt_Gr.1
4517,niedrig,0.040938155,Snacks,141.1496,Supermarkt_Gr.1
2320,normal,0.014661762,Dosenware,89.1172,Supermarkt_Gr.3
3629,niedrig,0.048213766,Alkohol,159.6946,Supermarkt_Gr.2
2088,niedrig,0.032761024,Gefrorenes,148.8392,Supermarkt_Gr.2
1558,niedrig,0,Getränke,121.644,Supermarkt_Gr.1
2365,niedrig,0.025988508,Gefrorenes,146.6076,Supermarkt_Gr.1
4139,niedrig,0.026140452,Gefrorenes,149.0076,Supermarkt_Gr.1
3172,niedrig,0.025932408,Dosenware,264.7226,Supermarkt_Gr.2
2244,niedrig,0.098170402,Cerealien,224.0746,Supermarkt_Gr.1
724,normal,0.119439636,Früchte&Gemüse,182.1976,Supermarkt_Gr.1
145,normal,0.059540542,Backwaren,143.6444,Lebensmittelladen
175,niedrig,0.044122209,Snacks,173.8054,Lebensmittelladen
4112,niedrig,0.081304829,Früchte&Gemüse,258.4988,Supermarkt_Gr.1
493,niedrig,0.081014461,Backwaren,98.8384,Lebensmittelladen
1023,niedrig,0.006775667,Haushaltsartikel,42.9112,Supermarkt_Gr.1
194,niedrig,0.03749705,Backwaren,49.9034,Supermarkt_Gr.1
2808,niedrig,0.086060695,Gefrorenes,149.8076,Supermarkt_Gr.1
852,niedrig,0.020519478,Haushaltsartikel,42.5112,Supermarkt_Gr.1
829,normal,0.061163967,Getränke,56.5614,Supermarkt_Gr.1
324,normal,0.07821891,Fleisch,107.6596,Supermarkt_Gr.1
2943,normal,0.14492016,Früchte&Gemüse,174.708,Supermarkt_Gr.1
360,niedrig,0.062235983,Cerealien,34.5532,Supermarkt_Gr.1
719,normal,0.030166924,Gefrorenes,179.766,Lebensmittelladen
2361,niedrig,0.016104504,Gesundheitsartikel,130.2626,Supermarkt_Gr.1
2735,niedrig,0.01544786,Gefrorenes,211.2928,Supermarkt_Gr.1
3677,niedrig,0.037574137,Früchte&Gemüse,174.2054,Supermarkt_Gr.1
3843,niedrig,0.106876976,Snacks,146.7076,Supermarkt_Gr.3
200,niedrig,0.32111501,Früchte&Gemüse,100.77,Lebensmittelladen
172,normal,0.061124626,Frühstücksartikel,58.5588,Supermarkt_Gr.1
121,normal,0.127599399,Snacks,118.9098,Lebensmittelladen
629,niedrig,0.029785889,Snacks,38.9822,Supermarkt_Gr.1
2946,niedrig,0,Haushaltsartikel,198.211,Supermarkt_Gr.1
1790,niedrig,0.010762387,Alkohol,149.5392,Supermarkt_Gr.1
469,niedrig,0.108206497,Getränke,58.3904,Supermarkt_Gr.1
1598,niedrig,0.063127333,Dosenware,100.47,Supermarkt_Gr.1
3682,niedrig,0.02687089,Gefrorenes,264.491,Supermarkt_Gr.1
318,niedrig,0.099681705,Backwaren,107.4622,Lebensmittelladen
1977,normal,0.072898645,Gefrorenes,198.1426,Supermarkt_Gr.1
1230,normal,0.063354531,Milchprodukt,88.9856,Supermarkt_Gr.1
4410,niedrig,0.082534287,Milchprodukt,191.1504,Supermarkt_Gr.1
1496,normal,0.152024355,Gefrorenes,211.8218,Supermarkt_Gr.1
1012,niedrig,0.045669236,Früchte&Gemüse,126.402,Supermarkt_Gr.1
2863,normal,0.024342578,Gefrorenes,113.6176,Supermarkt_Gr.1
6693,niedrig,0.028988288,Snacks,239.2222,Supermarkt_Gr.1
1405,niedrig,0.044908404,Gesundheitsartikel,140.2838,Supermarkt_Gr.1
2812,niedrig,0.168329848,Haushaltsartikel,176.7712,Supermarkt_Gr.1
992,niedrig,0.111936685,Snacks,198.8084,Lebensmittelladen
5191,normal,0.005620213,Cerealien,226.6062,Supermarkt_Gr.1
1149,niedrig,0.117095014,Gefrorenes,78.067,Supermarkt_Gr.1
245,niedrig,0.248301532,Snacks,124.1072,Lebensmittelladen
2910,niedrig,0.023274107,Andere,154.134,Supermarkt_Gr.1
123,niedrig,0.091354948,Snacks,122.3072,Lebensmittelladen
1468,niedrig,0.011087128,Brote,41.4454,Supermarkt_Gr.1
1734,normal,0.099839365,Früchte&Gemüse,143.3786,Supermarkt_Gr.1
5786,niedrig,0.021938404,Gefrorenes,264.691,Supermarkt_Gr.2
1985,niedrig,0.090480206,Milchprodukt,142.4154,Supermarkt_Gr.1
4176,normal,0.080640478,Gefrorenes,262.6936,Supermarkt_Gr.1
6615,niedrig,0.040338009,Haushaltsartikel,246.7144,Supermarkt_Gr.1
569,normal,0.007043008,Getränke,190.353,Supermarkt_Gr.1
2759,normal,0.069219165,Früchte&Gemüse,196.5768,Supermarkt_Gr.2
2631,niedrig,0.039569689,Snacks,165.9526,Supermarkt_Gr.1
364,niedrig,0.180588082,Snacks,182.2634,Lebensmittelladen
1037,niedrig,0.09301462,Haushaltsartikel,52.7956,Supermarkt_Gr.1
356,niedrig,0.274405193,Haushaltsartikel,117.1124,Lebensmittelladen
3284,niedrig,0.066887123,Gefrorenes,183.9292,Supermarkt_Gr.1
1468,normal,0.042468413000000003,Gefrorenes,162.421,Supermarkt_Gr.1
1139,niedrig,0.071188446,Getränke,111.9518,Supermarkt_Gr.1
189,normal,0.191008614,Milchprodukt,92.8436,Lebensmittelladen
340,normal,0.159595473,Gefrorenes,32.8558,Supermarkt_Gr.1
314,normal,0.086905536,Früchte&Gemüse,78.8644,Lebensmittelladen
6006,niedrig,0.089186387,Frühstücksartikel,193.3478,Supermarkt_Gr.1
2988,niedrig,0.112321218,Haushaltsartikel,123.6046,Supermarkt_Gr.1
1762,niedrig,0.034668802,Gesundheitsartikel,98.5726,Supermarkt_Gr.1
3561,normal,0,Früchte&Gemüse,129.0678,Supermarkt_Gr.1
875,niedrig,0.072592873,Früchte&Gemüse,48.5034,Supermarkt_Gr.2
2875,normal,0.059889718,Backwaren,168.5132,Supermarkt_Gr.1
113,niedrig,0.112402118,Haushaltsartikel,112.986,Lebensmittelladen
262,niedrig,0.029529474,Gesundheitsartikel,132.6626,Lebensmittelladen
2181,normal,0.105736638,Backwaren,104.4648,Supermarkt_Gr.2
503,niedrig,0.044291251,Gefrorenes,43.3454,Supermarkt_Gr.1
1854,niedrig,0.100388706,Früchte&Gemüse,76.0328,Supermarkt_Gr.1
7504,niedrig,0.070556945,Früchte&Gemüse,191.2162,Supermarkt_Gr.3
644,normal,0.054599767,Dosenware,59.4904,Supermarkt_Gr.2
2886,niedrig,0.069560905,Cerealien,263.0252,Supermarkt_Gr.1
1017,niedrig,0,Gefrorenes,125.2678,Supermarkt_Gr.1
2531,normal,0.021453493,Früchte&Gemüse,120.3098,Supermarkt_Gr.1
1618,niedrig,0.016276741,Gesundheitsartikel,109.8596,Supermarkt_Gr.2
2329,niedrig,0.056656942,Backwaren,106.26220000000001,Supermarkt_Gr.3
1328,niedrig,0.072994847,Früchte&Gemüse,189.253,Supermarkt_Gr.1
210,niedrig,0.165073642,Haushaltsartikel,207.727,Lebensmittelladen
1244,niedrig,0.017744999,Dosenware,177.9686,Supermarkt_Gr.1
1518,niedrig,0.047453947,Backwaren,101.7016,Supermarkt_Gr.1
1686,normal,0.171422166,Früchte&Gemüse,139.1838,Supermarkt_Gr.1
3079,niedrig,0.021860985,Gefrorenes,193.3162,Supermarkt_Gr.1
2866,niedrig,0.023577298,Getränke,192.6846,Supermarkt_Gr.1
294,normal,0.043304681,Früchte&Gemüse,147.5418,Lebensmittelladen
2069,niedrig,0.177971115,Haushaltsartikel,174.0422,Supermarkt_Gr.1
1047,normal,0.106894492,Brote,260.4594,Lebensmittelladen
4442,normal,0.127927931,Getränke,184.8924,Supermarkt_Gr.1
1930,niedrig,0.081623275,Früchte&Gemüse,148.0734,Supermarkt_Gr.1
